name1,name2,desc1,desc2
CCS:168,RXNORM:107602,"incision and drainage, skin and subcutaneous tissue",epinephrine / lidocaine
CCS:168,RXNORM:11124,"incision and drainage, skin and subcutaneous tissue",vancomycin
CCS:168,RXNORM:1291,"incision and drainage, skin and subcutaneous tissue",bacitracin
CCS:168,RXNORM:1815,"incision and drainage, skin and subcutaneous tissue",bupivacaine
CCS:168,RXNORM:190376,"incision and drainage, skin and subcutaneous tissue",linezolid
CCS:168,RXNORM:19711,"incision and drainage, skin and subcutaneous tissue",amoxicillin / clavulanate
CCS:168,RXNORM:20791,"incision and drainage, skin and subcutaneous tissue",chlorhexidine gluconate
CCS:168,RXNORM:2177,"incision and drainage, skin and subcutaneous tissue",cefadroxil
CCS:168,RXNORM:2180,"incision and drainage, skin and subcutaneous tissue",cefazolin
CCS:168,RXNORM:3640,"incision and drainage, skin and subcutaneous tissue",doxycycline
CCS:169,RXNORM:1091,"debridement of wound, infection or burn",arginine
CCS:169,RXNORM:11124,"debridement of wound, infection or burn",vancomycin
CCS:169,RXNORM:11416,"debridement of wound, infection or burn",zinc
CCS:169,RXNORM:115238,"debridement of wound, infection or burn",becaplermin
CCS:169,RXNORM:1291,"debridement of wound, infection or burn",bacitracin
CCS:169,RXNORM:168,"debridement of wound, infection or burn",acetic acid
CCS:169,RXNORM:190376,"debridement of wound, infection or burn",linezolid
CCS:169,RXNORM:19711,"debridement of wound, infection or burn",amoxicillin / clavulanate
CCS:169,RXNORM:21107,"debridement of wound, infection or burn",cilostazol
CCS:169,RXNORM:214183,"debridement of wound, infection or burn",acetaminophen / oxycodone
CCS:169,RXNORM:2231,"debridement of wound, infection or burn",cephalexin
CCS:169,RXNORM:2551,"debridement of wound, infection or burn",ciprofloxacin
CCS:169,RXNORM:2582,"debridement of wound, infection or burn",clindamycin
CCS:169,RXNORM:39954,"debridement of wound, infection or burn",zinc sulfate
CCS:169,RXNORM:6227,"debridement of wound, infection or burn",lanolin
CCS:169,RXNORM:6572,"debridement of wound, infection or burn",mafenide
CCS:169,RXNORM:7779,"debridement of wound, infection or burn",oxandrolone
CCS:169,RXNORM:794809,"debridement of wound, infection or burn",menthol / zinc oxide
CCS:169,RXNORM:8611,"debridement of wound, infection or burn",povidone-iodine
CCS:17,RXNORM:10391,destruction of lesion of retina and choroid,tetracaine
CCS:17,RXNORM:10600,destruction of lesion of retina and choroid,timolol
CCS:17,RXNORM:10869,destruction of lesion of retina and choroid,tropicamide
CCS:17,RXNORM:1223,destruction of lesion of retina and choroid,atropine
CCS:17,RXNORM:134615,destruction of lesion of retina and choroid,brimonidine
CCS:17,RXNORM:139462,destruction of lesion of retina and choroid,moxifloxacin
CCS:17,RXNORM:228476,destruction of lesion of retina and choroid,gatifloxacin
CCS:17,RXNORM:253337,destruction of lesion of retina and choroid,bevacizumab
CCS:17,RXNORM:298665,destruction of lesion of retina and choroid,nepafenac
CCS:17,RXNORM:3001,destruction of lesion of retina and choroid,cyclopentolate
CCS:17,RXNORM:4053,destruction of lesion of retina and choroid,erythromycin
CCS:17,RXNORM:4502,destruction of lesion of retina and choroid,flurbiprofen
CCS:17,RXNORM:4815,destruction of lesion of retina and choroid,glyburide
CCS:17,RXNORM:4832,destruction of lesion of retina and choroid,glucagon
CCS:17,RXNORM:4850,destruction of lesion of retina and choroid,glucose
CCS:17,RXNORM:598,destruction of lesion of retina and choroid,alprostadil
CCS:17,RXNORM:60207,destruction of lesion of retina and choroid,dorzolamide
CCS:17,RXNORM:662263,destruction of lesion of retina and choroid,dorzolamide / timolol
CCS:17,RXNORM:7623,destruction of lesion of retina and choroid,ofloxacin
CCS:17,RXNORM:797541,destruction of lesion of retina and choroid,isopropyl alcohol
CCS:17,RXNORM:8611,destruction of lesion of retina and choroid,povidone-iodine
CCS:17,RXNORM:8638,destruction of lesion of retina and choroid,prednisolone
CCS:170,RXNORM:10753,excision of skin lesion,tretinoin
CCS:170,RXNORM:10759,excision of skin lesion,triamcinolone
CCS:170,RXNORM:108118,excision of skin lesion,mometasone
CCS:170,RXNORM:11002,excision of skin lesion,urea
CCS:170,RXNORM:136411,excision of skin lesion,sildenafil
CCS:170,RXNORM:21090,excision of skin lesion,ciclopirox
CCS:170,RXNORM:214182,excision of skin lesion,acetaminophen / hydrocodone
CCS:170,RXNORM:214555,excision of skin lesion,etanercept
CCS:170,RXNORM:217626,excision of skin lesion,hydrocortisone / iodoquinol
CCS:170,RXNORM:2231,excision of skin lesion,cephalexin
CCS:170,RXNORM:25126,excision of skin lesion,fluocinolone
CCS:170,RXNORM:2582,excision of skin lesion,clindamycin
CCS:170,RXNORM:2590,excision of skin lesion,clobetasol
CCS:170,RXNORM:306674,excision of skin lesion,vardenafil
CCS:170,RXNORM:3254,excision of skin lesion,desonide
CCS:170,RXNORM:327361,excision of skin lesion,adalimumab
CCS:170,RXNORM:358263,excision of skin lesion,tadalafil
CCS:170,RXNORM:41126,excision of skin lesion,fluticasone
CCS:170,RXNORM:42372,excision of skin lesion,mupirocin
CCS:170,RXNORM:4419,excision of skin lesion,fish oils
CCS:170,RXNORM:4462,excision of skin lesion,fluocinonide
CCS:170,RXNORM:4500,excision of skin lesion,flurandrenolide
CCS:170,RXNORM:5487,excision of skin lesion,hydrochlorothiazide
CCS:170,RXNORM:598,excision of skin lesion,alprostadil
CCS:170,RXNORM:59943,excision of skin lesion,imiquimod
CCS:170,RXNORM:6135,excision of skin lesion,ketoconazole
CCS:170,RXNORM:6851,excision of skin lesion,methotrexate
CCS:170,RXNORM:817579,excision of skin lesion,acetaminophen / codeine
CCS:170,RXNORM:9525,excision of skin lesion,salicylic acid
CCS:170,RXNORM:9793,excision of skin lesion,silver sulfadiazine
CCS:171,RXNORM:107602,suture of skin and subcutaneous tissue,epinephrine / lidocaine
CCS:171,RXNORM:2177,suture of skin and subcutaneous tissue,cefadroxil
CCS:171,RXNORM:2231,suture of skin and subcutaneous tissue,cephalexin
CCS:171,RXNORM:2582,suture of skin and subcutaneous tissue,clindamycin
CCS:171,RXNORM:4492,suture of skin and subcutaneous tissue,fluorouracil
CCS:171,RXNORM:5499,suture of skin and subcutaneous tissue,hydrogen peroxide
CCS:171,RXNORM:59943,suture of skin and subcutaneous tissue,imiquimod
CCS:171,RXNORM:692572,suture of skin and subcutaneous tissue,Bacitracin- and neomycin- and polymyxin B-containing product
CCS:172,RXNORM:107602,skin graft,epinephrine / lidocaine
CCS:172,RXNORM:19711,skin graft,amoxicillin / clavulanate
CCS:172,RXNORM:20012,skin graft,cadexomer iodine
CCS:172,RXNORM:214183,skin graft,acetaminophen / oxycodone
CCS:172,RXNORM:2177,skin graft,cefadroxil
CCS:172,RXNORM:2180,skin graft,cefazolin
CCS:172,RXNORM:2231,skin graft,cephalexin
CCS:172,RXNORM:2582,skin graft,clindamycin
CCS:172,RXNORM:39954,skin graft,zinc sulfate
CCS:172,RXNORM:5499,skin graft,hydrogen peroxide
CCS:172,RXNORM:58939,skin graft,collagenase
CCS:172,RXNORM:6227,skin graft,lanolin
CCS:172,RXNORM:645555,skin graft,bacitracin / polymyxin B
CCS:172,RXNORM:6572,skin graft,mafenide
CCS:172,RXNORM:6972,skin graft,mineral oil
CCS:172,RXNORM:9793,skin graft,silver sulfadiazine
CCS:172,RXNORM:9881,skin graft,sodium hypochlorite
CCS:173,RXNORM:10753,other diagnostic procedures on skin and subcutaneous tissue,tretinoin
CCS:173,RXNORM:10759,other diagnostic procedures on skin and subcutaneous tissue,triamcinolone
CCS:173,RXNORM:108118,other diagnostic procedures on skin and subcutaneous tissue,mometasone
CCS:173,RXNORM:20610,other diagnostic procedures on skin and subcutaneous tissue,cetirizine
CCS:173,RXNORM:221050,other diagnostic procedures on skin and subcutaneous tissue,"BCG, live, Tice strain"
CCS:173,RXNORM:2590,other diagnostic procedures on skin and subcutaneous tissue,clobetasol
CCS:173,RXNORM:3254,other diagnostic procedures on skin and subcutaneous tissue,desonide
CCS:173,RXNORM:327361,other diagnostic procedures on skin and subcutaneous tissue,adalimumab
CCS:173,RXNORM:3992,other diagnostic procedures on skin and subcutaneous tissue,epinephrine
CCS:173,RXNORM:41126,other diagnostic procedures on skin and subcutaneous tissue,fluticasone
CCS:173,RXNORM:41208,other diagnostic procedures on skin and subcutaneous tissue,halobetasol
CCS:173,RXNORM:42372,other diagnostic procedures on skin and subcutaneous tissue,mupirocin
CCS:173,RXNORM:4462,other diagnostic procedures on skin and subcutaneous tissue,fluocinonide
CCS:173,RXNORM:4492,other diagnostic procedures on skin and subcutaneous tissue,fluorouracil
CCS:173,RXNORM:4500,other diagnostic procedures on skin and subcutaneous tissue,flurandrenolide
CCS:173,RXNORM:598,other diagnostic procedures on skin and subcutaneous tissue,alprostadil
CCS:173,RXNORM:59943,other diagnostic procedures on skin and subcutaneous tissue,imiquimod
CCS:173,RXNORM:6135,other diagnostic procedures on skin and subcutaneous tissue,ketoconazole
CCS:173,RXNORM:87636,other diagnostic procedures on skin and subcutaneous tissue,fexofenadine
CCS:173,RXNORM:88249,other diagnostic procedures on skin and subcutaneous tissue,montelukast
CCS:174,RXNORM:136411,other non-or therapeutic procedures on skin and breast,sildenafil
CCS:174,RXNORM:1492727,other non-or therapeutic procedures on skin and breast,apremilast
CCS:174,RXNORM:1599788,other non-or therapeutic procedures on skin and breast,secukinumab
CCS:174,RXNORM:16818,other non-or therapeutic procedures on skin and breast,acitretin
CCS:174,RXNORM:214555,other non-or therapeutic procedures on skin and breast,etanercept
CCS:174,RXNORM:2590,other non-or therapeutic procedures on skin and breast,clobetasol
CCS:174,RXNORM:29365,other non-or therapeutic procedures on skin and breast,calcipotriene
CCS:174,RXNORM:321952,other non-or therapeutic procedures on skin and breast,pimecrolimus
CCS:174,RXNORM:3255,other non-or therapeutic procedures on skin and breast,desoximetasone
CCS:174,RXNORM:41208,other non-or therapeutic procedures on skin and breast,halobetasol
CCS:174,RXNORM:4462,other non-or therapeutic procedures on skin and breast,fluocinonide
CCS:174,RXNORM:4500,other non-or therapeutic procedures on skin and breast,flurandrenolide
CCS:174,RXNORM:598,other non-or therapeutic procedures on skin and breast,alprostadil
CCS:174,RXNORM:6851,other non-or therapeutic procedures on skin and breast,methotrexate
CCS:174,RXNORM:6854,other non-or therapeutic procedures on skin and breast,methoxsalen
CCS:174,RXNORM:690419,other non-or therapeutic procedures on skin and breast,betamethasone / calcipotriene
CCS:174,RXNORM:797541,other non-or therapeutic procedures on skin and breast,isopropyl alcohol
CCS:174,RXNORM:83947,other non-or therapeutic procedures on skin and breast,tazarotene
CCS:175,RXNORM:10154,other or therapeutic procedures on skin and breast,succinylcholine
CCS:175,RXNORM:107602,other or therapeutic procedures on skin and breast,epinephrine / lidocaine
CCS:175,RXNORM:1291,other or therapeutic procedures on skin and breast,bacitracin
CCS:175,RXNORM:1815,other or therapeutic procedures on skin and breast,bupivacaine
CCS:175,RXNORM:20791,other or therapeutic procedures on skin and breast,chlorhexidine gluconate
CCS:175,RXNORM:2177,other or therapeutic procedures on skin and breast,cefadroxil
CCS:175,RXNORM:2180,other or therapeutic procedures on skin and breast,cefazolin
CCS:175,RXNORM:2231,other or therapeutic procedures on skin and breast,cephalexin
CCS:175,RXNORM:2582,other or therapeutic procedures on skin and breast,clindamycin
CCS:175,RXNORM:325642,other or therapeutic procedures on skin and breast,ertapenem
CCS:175,RXNORM:3423,other or therapeutic procedures on skin and breast,hydromorphone
CCS:175,RXNORM:39954,other or therapeutic procedures on skin and breast,zinc sulfate
CCS:175,RXNORM:4955,other or therapeutic procedures on skin and breast,glycopyrrolate
CCS:175,RXNORM:58939,other or therapeutic procedures on skin and breast,collagenase
CCS:175,RXNORM:8536,other or therapeutic procedures on skin and breast,polymyxin B
CCS:175,RXNORM:9881,other or therapeutic procedures on skin and breast,sodium hypochlorite
CCS:177,RXNORM:10454,computerized axial tomography (ct) scan head,thiamine
CCS:177,RXNORM:114477,computerized axial tomography (ct) scan head,levetiracetam
CCS:177,RXNORM:1760,computerized axial tomography (ct) scan head,bromocriptine
CCS:177,RXNORM:1998,computerized axial tomography (ct) scan head,captopril
CCS:177,RXNORM:2670,computerized axial tomography (ct) scan head,codeine
CCS:177,RXNORM:6185,computerized axial tomography (ct) scan head,labetalol
CCS:177,RXNORM:72236,computerized axial tomography (ct) scan head,fosphenytoin
CCS:177,RXNORM:7396,computerized axial tomography (ct) scan head,nicardipine
CCS:177,RXNORM:8183,computerized axial tomography (ct) scan head,phenytoin
CCS:178,RXNORM:10154,ct scan chest,succinylcholine
CCS:178,RXNORM:10323,ct scan chest,talc
CCS:178,RXNORM:18631,ct scan chest,azithromycin
CCS:178,RXNORM:18993,ct scan chest,benzonatate
CCS:178,RXNORM:214442,ct scan chest,codeine / guaifenesin
CCS:178,RXNORM:296,ct scan chest,adenosine
CCS:178,RXNORM:337525,ct scan chest,erlotinib
CCS:178,RXNORM:338036,ct scan chest,pegfilgrastim
CCS:178,RXNORM:358255,ct scan chest,aprepitant
CCS:178,RXNORM:4177,ct scan chest,etomidate
CCS:178,RXNORM:4179,ct scan chest,etoposide
CCS:178,RXNORM:5966,ct scan chest,iopamidol
CCS:178,RXNORM:6902,ct scan chest,methylprednisolone
CCS:178,RXNORM:6960,ct scan chest,midazolam
CCS:178,RXNORM:714438,ct scan chest,pazopanib
CCS:179,RXNORM:2551,ct scan abdomen,ciprofloxacin
CCS:179,RXNORM:26225,ct scan abdomen,ondansetron
CCS:179,RXNORM:27729,ct scan abdomen,iodixanol
CCS:179,RXNORM:3319,ct scan abdomen,diatrizoate
CCS:179,RXNORM:3423,ct scan abdomen,hydromorphone
CCS:179,RXNORM:5224,ct scan abdomen,heparin
CCS:179,RXNORM:5966,ct scan abdomen,iopamidol
CCS:179,RXNORM:7617,ct scan abdomen,octreotide
CCS:18,RXNORM:10391,diagnostic procedures on eye,tetracaine
CCS:18,RXNORM:136411,diagnostic procedures on eye,sildenafil
CCS:18,RXNORM:139462,diagnostic procedures on eye,moxifloxacin
CCS:18,RXNORM:216525,diagnostic procedures on eye,dexamethasone / neomycin / polymyxin B
CCS:18,RXNORM:219314,diagnostic procedures on eye,polymyxin B / trimethoprim
CCS:18,RXNORM:228476,diagnostic procedures on eye,gatifloxacin
CCS:18,RXNORM:253337,diagnostic procedures on eye,bevacizumab
CCS:18,RXNORM:3001,diagnostic procedures on eye,cyclopentolate
CCS:18,RXNORM:358263,diagnostic procedures on eye,tadalafil
CCS:18,RXNORM:4053,diagnostic procedures on eye,erythromycin
CCS:18,RXNORM:4491,diagnostic procedures on eye,fluorometholone
CCS:18,RXNORM:645555,diagnostic procedures on eye,bacitracin / polymyxin B
CCS:18,RXNORM:797541,diagnostic procedures on eye,isopropyl alcohol
CCS:18,RXNORM:8611,diagnostic procedures on eye,povidone-iodine
CCS:18,RXNORM:8638,diagnostic procedures on eye,prednisolone
CCS:18,RXNORM:883815,diagnostic procedures on eye,dexamethasone / tobramycin
CCS:180,RXNORM:26225,other ct scan,ondansetron
CCS:180,RXNORM:3264,other ct scan,dexamethasone
CCS:180,RXNORM:338036,other ct scan,pegfilgrastim
CCS:180,RXNORM:358255,other ct scan,aprepitant
CCS:181,RXNORM:2177,myelogram,cefadroxil
CCS:181,RXNORM:21949,myelogram,cyclobenzaprine
CCS:181,RXNORM:3322,myelogram,diazepam
CCS:181,RXNORM:59078,myelogram,metaxalone
CCS:181,RXNORM:6845,myelogram,methocarbamol
CCS:181,RXNORM:704,myelogram,amitriptyline
CCS:182,RXNORM:10324,mammography,tamoxifen
CCS:182,RXNORM:10582,mammography,levothyroxine
CCS:182,RXNORM:10689,mammography,tramadol
CCS:182,RXNORM:10753,mammography,tretinoin
CCS:182,RXNORM:10759,mammography,triamcinolone
CCS:182,RXNORM:108118,mammography,mometasone
CCS:182,RXNORM:11248,mammography,vitamin B12
CCS:182,RXNORM:1202,mammography,atenolol
CCS:182,RXNORM:1292,mammography,baclofen
CCS:182,RXNORM:135775,mammography,zolmitriptan
CCS:182,RXNORM:20610,mammography,cetirizine
CCS:182,RXNORM:214130,mammography,acetaminophen / butalbital / caffeine
CCS:182,RXNORM:214182,mammography,acetaminophen / hydrocodone
CCS:182,RXNORM:214442,mammography,codeine / guaifenesin
CCS:182,RXNORM:214551,mammography,estradiol / norethindrone
CCS:182,RXNORM:214558,mammography,ethinyl estradiol / levonorgestrel
CCS:182,RXNORM:214559,mammography,ethinyl estradiol / norgestimate
CCS:182,RXNORM:215830,mammography,CALCIUM CARBONATE/VITAMIN D
CCS:182,RXNORM:21949,mammography,cyclobenzaprine
CCS:182,RXNORM:231049,mammography,eletriptan
CCS:182,RXNORM:2418,mammography,cholecalciferol
CCS:182,RXNORM:258337,mammography,hydrochlorothiazide / triamterene
CCS:182,RXNORM:2590,mammography,clobetasol
CCS:182,RXNORM:2598,mammography,clonazepam
CCS:182,RXNORM:28889,mammography,loratadine
CCS:182,RXNORM:302379,mammography,omalizumab
CCS:182,RXNORM:324044,mammography,desogestrel / ethinyl estradiol
CCS:182,RXNORM:3355,mammography,diclofenac
CCS:182,RXNORM:352376,mammography,ethinyl estradiol / etonogestrel
CCS:182,RXNORM:37418,mammography,sumatriptan
CCS:182,RXNORM:37806,mammography,terconazole
CCS:182,RXNORM:38404,mammography,topiramate
CCS:182,RXNORM:384410,mammography,ethinyl estradiol / norethindrone
CCS:182,RXNORM:39786,mammography,venlafaxine
CCS:182,RXNORM:3992,mammography,epinephrine
CCS:182,RXNORM:4018,mammography,ergocalciferol
CCS:182,RXNORM:41126,mammography,fluticasone
CCS:182,RXNORM:41493,mammography,meloxicam
CCS:182,RXNORM:42347,mammography,bupropion
CCS:182,RXNORM:4419,mammography,fish oils
CCS:182,RXNORM:4462,mammography,fluocinonide
CCS:182,RXNORM:4493,mammography,fluoxetine
CCS:182,RXNORM:46041,mammography,alendronate
CCS:182,RXNORM:52175,mammography,losartan
CCS:182,RXNORM:5487,mammography,hydrochlorothiazide
CCS:182,RXNORM:5509,mammography,hydroquinone
CCS:182,RXNORM:596,mammography,alprazolam
CCS:182,RXNORM:6135,mammography,ketoconazole
CCS:182,RXNORM:6809,mammography,metformin
CCS:182,RXNORM:723,mammography,amoxicillin
CCS:182,RXNORM:7258,mammography,naproxen
CCS:182,RXNORM:72625,mammography,duloxetine
CCS:182,RXNORM:73645,mammography,valacyclovir
CCS:182,RXNORM:7514,mammography,norethindrone
CCS:182,RXNORM:75917,mammography,interferon beta-1a
CCS:182,RXNORM:7646,mammography,omeprazole
CCS:182,RXNORM:817579,mammography,acetaminophen / codeine
CCS:182,RXNORM:88014,mammography,rizatriptan
CCS:182,RXNORM:9143,mammography,ranitidine
CCS:183,RXNORM:10154,routine chest x-ray,succinylcholine
CCS:183,RXNORM:10323,routine chest x-ray,talc
CCS:183,RXNORM:107602,routine chest x-ray,epinephrine / lidocaine
CCS:183,RXNORM:11124,routine chest x-ray,vancomycin
CCS:183,RXNORM:1901,routine chest x-ray,calcium chloride
CCS:183,RXNORM:1908,routine chest x-ray,calcium gluconate
CCS:183,RXNORM:214199,routine chest x-ray,albuterol / ipratropium
CCS:183,RXNORM:237159,routine chest x-ray,levalbuterol
CCS:183,RXNORM:2396,routine chest x-ray,chlorothiazide
CCS:183,RXNORM:2890,routine chest x-ray,cosyntropin
CCS:183,RXNORM:296,routine chest x-ray,adenosine
CCS:183,RXNORM:319864,routine chest x-ray,cisatracurium
CCS:183,RXNORM:3829,routine chest x-ray,enalaprilat
CCS:183,RXNORM:4337,routine chest x-ray,fentanyl
CCS:183,RXNORM:4457,routine chest x-ray,flumazenil
CCS:183,RXNORM:4603,routine chest x-ray,furosemide
CCS:183,RXNORM:4850,routine chest x-ray,glucose
CCS:183,RXNORM:5224,routine chest x-ray,heparin
CCS:183,RXNORM:6585,routine chest x-ray,magnesium sulfate
CCS:183,RXNORM:6628,routine chest x-ray,mannitol
CCS:183,RXNORM:66887,routine chest x-ray,racepinephrine
CCS:183,RXNORM:6902,routine chest x-ray,methylprednisolone
CCS:183,RXNORM:6960,routine chest x-ray,midazolam
CCS:183,RXNORM:703,routine chest x-ray,amiodarone
CCS:183,RXNORM:71535,routine chest x-ray,vecuronium
CCS:183,RXNORM:7213,routine chest x-ray,ipratropium
CCS:183,RXNORM:75635,routine chest x-ray,eptifibatide
CCS:183,RXNORM:8308,routine chest x-ray,vitamin K1
CCS:183,RXNORM:8410,routine chest x-ray,alteplase
CCS:183,RXNORM:8591,routine chest x-ray,potassium chloride
CCS:183,RXNORM:8782,routine chest x-ray,propofol
CCS:183,RXNORM:8825,routine chest x-ray,protamine sulfate (USP)
CCS:183,RXNORM:9863,routine chest x-ray,sodium chloride
CCS:183,RXNORM:99,routine chest x-ray,6-aminocaproic acid
CCS:184,RXNORM:216554,intraoperative cholangiogram,glucose / potassium chloride / sodium chloride
CCS:184,RXNORM:2187,intraoperative cholangiogram,cefotetan
CCS:184,RXNORM:3648,intraoperative cholangiogram,droperidol
CCS:184,RXNORM:3829,intraoperative cholangiogram,enalaprilat
CCS:184,RXNORM:4832,intraoperative cholangiogram,glucagon
CCS:184,RXNORM:4910,intraoperative cholangiogram,glycerin
CCS:184,RXNORM:5781,intraoperative cholangiogram,indomethacin
CCS:184,RXNORM:5966,intraoperative cholangiogram,iopamidol
CCS:184,RXNORM:598,intraoperative cholangiogram,alprostadil
CCS:184,RXNORM:6754,intraoperative cholangiogram,meperidine
CCS:184,RXNORM:74169,intraoperative cholangiogram,piperacillin / tazobactam
CCS:185,RXNORM:17128,upper gastrointestinal x-ray,lansoprazole
CCS:185,RXNORM:33290,upper gastrointestinal x-ray,phenol
CCS:185,RXNORM:5224,upper gastrointestinal x-ray,heparin
CCS:185,RXNORM:66887,upper gastrointestinal x-ray,racepinephrine
CCS:185,RXNORM:70727,upper gastrointestinal x-ray,fiber
CCS:186,RXNORM:1007809,lower gastrointestinal x-ray,magnesium sulfate / potassium sulfate / sodium sulfate
CCS:186,RXNORM:106955,lower gastrointestinal x-ray,hydrocortisone / pramoxine
CCS:186,RXNORM:216554,lower gastrointestinal x-ray,glucose / potassium chloride / sodium chloride
CCS:186,RXNORM:2541,lower gastrointestinal x-ray,cimetidine
CCS:186,RXNORM:258337,lower gastrointestinal x-ray,hydrochlorothiazide / triamterene
CCS:186,RXNORM:29899,lower gastrointestinal x-ray,methylnaltrexone
CCS:186,RXNORM:325642,lower gastrointestinal x-ray,ertapenem
CCS:186,RXNORM:3319,lower gastrointestinal x-ray,diatrizoate
CCS:186,RXNORM:33290,lower gastrointestinal x-ray,phenol
CCS:186,RXNORM:3829,lower gastrointestinal x-ray,enalaprilat
CCS:186,RXNORM:4910,lower gastrointestinal x-ray,glycerin
CCS:186,RXNORM:52356,lower gastrointestinal x-ray,magnesium citrate
CCS:186,RXNORM:6922,lower gastrointestinal x-ray,metronidazole
CCS:186,RXNORM:6972,lower gastrointestinal x-ray,mineral oil
CCS:186,RXNORM:797541,lower gastrointestinal x-ray,isopropyl alcohol
CCS:186,RXNORM:8356,lower gastrointestinal x-ray,piroxicam
CCS:186,RXNORM:8928,lower gastrointestinal x-ray,psyllium
CCS:186,RXNORM:9945,lower gastrointestinal x-ray,sorbitol
CCS:187,RXNORM:20481,intravenous pyelogram,cefepime
CCS:187,RXNORM:2193,intravenous pyelogram,ceftriaxone
CCS:187,RXNORM:2551,intravenous pyelogram,ciprofloxacin
CCS:187,RXNORM:29561,intravenous pyelogram,meropenem
CCS:187,RXNORM:325642,intravenous pyelogram,ertapenem
CCS:187,RXNORM:42319,intravenous pyelogram,nizatidine
CCS:187,RXNORM:4440,intravenous pyelogram,flavoxate
CCS:187,RXNORM:5966,intravenous pyelogram,iopamidol
CCS:187,RXNORM:733,intravenous pyelogram,ampicillin
CCS:187,RXNORM:7454,intravenous pyelogram,nitrofurantoin
CCS:188,RXNORM:1760,cerebral arteriogram,bromocriptine
CCS:188,RXNORM:1998,cerebral arteriogram,captopril
CCS:188,RXNORM:226716,cerebral arteriogram,aspirin / dipyridamole
CCS:188,RXNORM:2670,cerebral arteriogram,codeine
CCS:188,RXNORM:32968,cerebral arteriogram,clopidogrel
CCS:188,RXNORM:5470,cerebral arteriogram,hydralazine
CCS:188,RXNORM:6185,cerebral arteriogram,labetalol
CCS:188,RXNORM:6628,cerebral arteriogram,mannitol
CCS:188,RXNORM:72236,cerebral arteriogram,fosphenytoin
CCS:188,RXNORM:7396,cerebral arteriogram,nicardipine
CCS:188,RXNORM:75635,cerebral arteriogram,eptifibatide
CCS:188,RXNORM:8183,cerebral arteriogram,phenytoin
CCS:188,RXNORM:8825,cerebral arteriogram,protamine sulfate (USP)
CCS:189,RXNORM:10594,contrast aortogram,ticlopidine
CCS:189,RXNORM:1191,contrast aortogram,aspirin
CCS:189,RXNORM:1202,contrast aortogram,atenolol
CCS:189,RXNORM:197,contrast aortogram,acetylcysteine
CCS:189,RXNORM:1998,contrast aortogram,captopril
CCS:189,RXNORM:27729,contrast aortogram,iodixanol
CCS:189,RXNORM:28004,contrast aortogram,isosorbide mononitrate
CCS:189,RXNORM:341248,contrast aortogram,ezetimibe
CCS:189,RXNORM:36567,contrast aortogram,simvastatin
CCS:189,RXNORM:4603,contrast aortogram,furosemide
CCS:189,RXNORM:4917,contrast aortogram,nitroglycerin
CCS:189,RXNORM:5470,contrast aortogram,hydralazine
CCS:189,RXNORM:6058,contrast aortogram,isosorbide dinitrate
CCS:189,RXNORM:613391,contrast aortogram,prasugrel
CCS:189,RXNORM:640062,contrast aortogram,regadenoson
CCS:189,RXNORM:6918,contrast aortogram,metoprolol
CCS:189,RXNORM:7393,contrast aortogram,niacin
CCS:189,RXNORM:7396,contrast aortogram,nicardipine
CCS:189,RXNORM:7895,contrast aortogram,papaverine
CCS:189,RXNORM:83367,contrast aortogram,atorvastatin
CCS:189,RXNORM:8536,contrast aortogram,polymyxin B
CCS:189,RXNORM:9793,contrast aortogram,silver sulfadiazine
CCS:189,RXNORM:99,contrast aortogram,6-aminocaproic acid
CCS:19,RXNORM:10600,"other therapeutic procedures on eyelids, conjunctiva, cornea",timolol
CCS:19,RXNORM:107602,"other therapeutic procedures on eyelids, conjunctiva, cornea",epinephrine / lidocaine
CCS:19,RXNORM:10869,"other therapeutic procedures on eyelids, conjunctiva, cornea",tropicamide
CCS:19,RXNORM:1291,"other therapeutic procedures on eyelids, conjunctiva, cornea",bacitracin
CCS:19,RXNORM:134615,"other therapeutic procedures on eyelids, conjunctiva, cornea",brimonidine
CCS:19,RXNORM:1815,"other therapeutic procedures on eyelids, conjunctiva, cornea",bupivacaine
CCS:19,RXNORM:216525,"other therapeutic procedures on eyelids, conjunctiva, cornea",dexamethasone / neomycin / polymyxin B
CCS:19,RXNORM:228476,"other therapeutic procedures on eyelids, conjunctiva, cornea",gatifloxacin
CCS:19,RXNORM:27334,"other therapeutic procedures on eyelids, conjunctiva, cornea",hypromellose
CCS:19,RXNORM:3001,"other therapeutic procedures on eyelids, conjunctiva, cornea",cyclopentolate
CCS:19,RXNORM:43611,"other therapeutic procedures on eyelids, conjunctiva, cornea",latanoprost
CCS:19,RXNORM:4492,"other therapeutic procedures on eyelids, conjunctiva, cornea",fluorouracil
CCS:19,RXNORM:598,"other therapeutic procedures on eyelids, conjunctiva, cornea",alprostadil
CCS:19,RXNORM:645555,"other therapeutic procedures on eyelids, conjunctiva, cornea",bacitracin / polymyxin B
CCS:19,RXNORM:662263,"other therapeutic procedures on eyelids, conjunctiva, cornea",dorzolamide / timolol
CCS:19,RXNORM:691286,"other therapeutic procedures on eyelids, conjunctiva, cornea",mineral oil / petrolatum
CCS:19,RXNORM:7623,"other therapeutic procedures on eyelids, conjunctiva, cornea",ofloxacin
CCS:19,RXNORM:8570,"other therapeutic procedures on eyelids, conjunctiva, cornea",polyvinyl alcohol
